OBJECTID,Join_Count,TARGET_FID,JOIN_FID,Station_ID,State,Network,Station_Na,Latitude,Longitude,Elevation,HUC2__2_di,HUC2_Name,HUC4__4_di,HUC4_Name,HUC6__6_di,HUC6_Name,HUC8__8_di,HUC8_Name,HUC10__10_,HUC10_Name,HUC12__12_,HUC12_Name,Report_Tim,Start_Date,End_Date,AREA,PERIMETER,OBJECTID_1,LEVEL2,LEVEL1,LEVEL3,Shape_Leng,OID_,NAME,Area_2,Hectares,PLY_HITS,SumPaAr,PctEcoRgn,NAME_L1,NAME_L2,Label
486,1,486,22,914,CO,SNOTEL,Medano Pass,37.851640000000003,-105.436139999999995,9649,13,Rio Grande Region,1301,Rio Grande Headwaters,130100,Rio Grande Headwaters,13010003,San Luis,1301000306,Sand Creek-San Luis Creek,130100000000.000000000000000,Medano Creek,-8,10/1/1995 0:00:00,1/1/2100 0:00:00,144000000000.000000000000000,5410028.000000000000000,486,6.200000000000000,6,6.2.14,5410027.891010000370443,71,Southern Rockies,144347694381.000000000000000,14434769,11884,88090710613.100006103515625,61,Northwestern Forested Mountains,Western Cordillera,6.2.14: Southern Rockies
487,1,487,9,621,UT,SNOTEL,Merchant Valley,38.302849999999999,-112.436369999999997,8705,16,Great Basin Region,1603,Escalante Desert-Sevier Lake,160300,Escalante Desert-Sevier Lake,16030007,Beaver Bottoms-Upper Beaver,1603000702,South Creek-Beaver River,160300000000.000000000000000,Merchant Creek,-8,7/23/1980 0:00:00,1/1/2100 0:00:00,44700000000.000000000000000,2717030.200000000186265,487,6.200000000000000,6,6.2.13,2717030.170359999872744,70,Wasatch and Uinta Mountains,44678389660.400001525878906,4467839,3964,30088257535.200000762939453,67,Northwestern Forested Mountains,Western Cordillera,6.2.13: Wasatch and Uinta Mountains
488,1,488,5,1207,NV,SNOTEL,Merritt Mountain,41.892699999999998,-115.858000000000004,6915,17,Pacific Northwest Region,1705,Middle Snake,170501,Middle Snake-Boise,17050102,Bruneau,1705010206,Upper Sheep Creek,170501000000.000000000000000,Merritt Creek-Sheep Creek,-8,12/23/2011 0:00:00,1/1/2100 0:00:00,142000000000.000000000000000,4208281.000000000000000,488,10.100000000000000,10,10.1.3,4208280.980340000241995,135,Northern Basin and Range,141971219172.000000000000000,14197122,4279,105832010818.000000000000000,74,North American Deserts,Cold Deserts,10.1.3: Northern Basin and Range
489,1,489,22,622,CO,SNOTEL,Mesa Lakes,39.058309999999999,-108.058350000000004,10000,14,Upper Colorado Region,1401,Colorado Headwaters,140100,Colorado Headwaters,14010005,Colorado Headwaters-Plateau,1401000513,Big Creek-Plateau Creek,140100000000.000000000000000,Coon Creek,-8,10/1/1985 0:00:00,1/1/2100 0:00:00,144000000000.000000000000000,5410028.000000000000000,489,6.200000000000000,6,6.2.14,5410027.891010000370443,71,Southern Rockies,144347694381.000000000000000,14434769,11884,88090710613.100006103515625,61,Northwestern Forested Mountains,Western Cordillera,6.2.14: Southern Rockies
490,1,490,6,1011,WA,SNOTEL,MF Nooksack,48.824530000000003,-121.929509999999993,4970,17,Pacific Northwest Region,1711,Puget Sound,171100,Puget Sound,17110004,Nooksack,1711000403,Middle Fork Nooksack River,171100000000.000000000000000,Clearwater Creek,-8,10/1/2002 0:00:00,1/1/2100 0:00:00,35200000000.000000000000000,1359260.300000000046566,490,6.200000000000000,6,6.2.5,1359260.416519999969751,62,North Cascades,35158274664.599998474121094,3515827,2605,26082491781.299999237060547,74,Northwestern Forested Mountains,Western Cordillera,6.2.5: North Cascades
491,1,491,45,623,ID,SNOTEL,Mica Creek,47.150449999999999,-116.266430000000000,4510,17,Pacific Northwest Region,1701,Kootenai-Pend Oreille-Spokane,170103,Spokane,17010304,St. Joe,1701030406,Middle St Joe River,170103000000.000000000000000,Mica Creek,-8,10/1/1989 0:00:00,1/1/2100 0:00:00,179000000000.000000000000000,4034976.500000000000000,491,6.200000000000000,6,6.2.3,4034976.375150000210851,60,Columbia Mountains/Northern Rockies,178711091686.000000000000000,17871109,4702,58104385821.500000000000000,32,Northwestern Forested Mountains,Western Cordillera,6.2.3: Columbia Mountains/Northern Rockies
492,1,492,22,937,CO,SNOTEL,Michigan Creek,39.435769999999998,-105.910780000000003,10600,10,Missouri Region,1019,South Platte,101900,South Platte,10190001,South Platte Headwaters,1019000104,Headwates Tarryall Creek,101900000000.000000000000000,Michigan Creek,-8,8/10/1998 0:00:00,1/1/2100 0:00:00,144000000000.000000000000000,5410028.000000000000000,492,6.200000000000000,6,6.2.14,5410027.891010000370443,71,Southern Rockies,144347694381.000000000000000,14434769,11884,88090710613.100006103515625,61,Northwestern Forested Mountains,Western Cordillera,6.2.14: Southern Rockies
493,1,493,5,1206,NV,SNOTEL,Midas,41.268729999999998,-116.803319999999999,6630,16,Great Basin Region,1604,Black Rock Desert-Humboldt,160401,Humboldt,16040106,Rock,1604010604,Middle Rock Creek,160401000000.000000000000000,Frazer Creek,-8,12/23/2011 0:00:00,1/1/2100 0:00:00,142000000000.000000000000000,4208281.000000000000000,493,10.100000000000000,10,10.1.3,4208280.980340000241995,135,Northern Basin and Range,141971219172.000000000000000,14197122,4279,105832010818.000000000000000,74,North American Deserts,Cold Deserts,10.1.3: Northern Basin and Range
494,1,494,22,624,CO,SNOTEL,Middle Creek,37.619779999999999,-107.034819999999996,11250,13,Rio Grande Region,1301,Rio Grande Headwaters,130100,Rio Grande Headwaters,13010001,Rio Grande Headwaters,1301000105,Red Mountain Creek,130100000000.000000000000000,Headwaters Red Mountain Creek,-8,10/1/1979 0:00:00,1/1/2100 0:00:00,144000000000.000000000000000,5410028.000000000000000,494,6.200000000000000,6,6.2.14,5410027.891010000370443,71,Southern Rockies,144347694381.000000000000000,14434769,11884,88090710613.100006103515625,61,Northwestern Forested Mountains,Western Cordillera,6.2.14: Southern Rockies
495,0,495,-1,1064,AK,SNOTEL,Middle Fork Bradley,59.776829999999997,-150.757329999999996,2300,19,Alaska Region,1902,South Central Alaska,190203,Kenai Peninsula,19020301,Lower Kenai Peninsula,1902030111,Quiet Creek-Frontal Kachemak Bay,190203000000.000000000000000,Bradley River,-9,10/1/1989 0:00:00,1/1/2100 0:00:00,,,495,,,,,,,,,,,,,,
496,1,496,22,1014,CO,SNOTEL,Middle Fork Camp,39.795600000000000,-106.027299999999997,8940,14,Upper Colorado Region,1401,Colorado Headwaters,140100,Colorado Headwaters,14010001,Colorado Headwaters,1401000104,Williams Fork,140100000000.000000000000000,Headwaters Williams Fork,-8,9/19/2001 0:00:00,1/1/2100 0:00:00,144000000000.000000000000000,5410028.000000000000000,496,6.200000000000000,6,6.2.14,5410027.891010000370443,71,Southern Rockies,144347694381.000000000000000,14434769,11884,88090710613.100006103515625,61,Northwestern Forested Mountains,Western Cordillera,6.2.14: Southern Rockies
497,0,497,-1,625,WY,SNOTEL,Middle Powder,43.627279999999999,-107.181380000000004,7760,10,Missouri Region,1008,Big Horn,100800,Big Horn,10080008,Nowood,1008000802,Buffalo Creek,100800000000.000000000000000,Little Canyon Creek,-8,10/1/1978 0:00:00,1/1/2100 0:00:00,,,497,,,,,,,,,,,,,,
498,1,498,9,626,UT,SNOTEL,Midway Valley,37.569330000000001,-112.838489999999993,9827,16,Great Basin Region,1603,Escalante Desert-Sevier Lake,160300,Escalante Desert-Sevier Lake,16030001,Upper Sevier,1603000101,Asay Creek,160300000000.000000000000000,Midway Valley-Midway Creek,-8,7/22/1980 0:00:00,1/1/2100 0:00:00,44700000000.000000000000000,2717030.200000000186265,498,6.200000000000000,6,6.2.13,2717030.170359999872744,70,Wasatch and Uinta Mountains,44678389660.400001525878906,4467839,3964,30088257535.200000762939453,67,Northwestern Forested Mountains,Western Cordillera,6.2.13: Wasatch and Uinta Mountains
499,1,499,46,1079,OR,SNOTEL,Milk Shakes,45.982100000000003,-117.948830000000001,5580,17,Pacific Northwest Region,1707,Middle Columbia,170701,Middle Columbia,17070102,Walla Walla,1707010202,Mill Creek-Walla Walla River,170701000000.000000000000000,Upper Mill Creek,-8,5/12/2007 0:00:00,1/1/2100 0:00:00,70800000000.000000000000000,2071008.000000000000000,499,6.200000000000000,6,6.2.9,2071007.989820000017062,66,Blue Mountains,70756821948.899993896484375,7075682,3716,37742788243.099998474121094,53,Northwestern Forested Mountains,Western Cordillera,6.2.9: Blue Mountains
500,1,500,44,627,ID,SNOTEL,Mill Creek Summit,44.472119999999997,-114.489919999999998,8800,17,Pacific Northwest Region,1706,Lower Snake,170602,Salmon,17060201,Upper Salmon,1706020105,Yankee Fork,170602000000.000000000000000,Upper Yankee Fork,-8,10/1/1978 0:00:00,1/1/2100 0:00:00,60100000000.000000000000000,1827047.699999999953434,500,6.200000000000000,6,6.2.15,1827047.652819999959320,72,Idaho Batholith,60148719955.800003051757813,6014872,1602,54884009030.000000000000000,91,Northwestern Forested Mountains,Western Cordillera,6.2.15: Idaho Batholith
501,1,501,9,628,UT,SNOTEL,Mill-D North,40.658830000000002,-111.636830000000003,8963,16,Great Basin Region,1602,Great Salt Lake,160202,Jordan,16020204,Jordan,1602020402,Big Cottonwood Creek-Jordan River,160202000000.000000000000000,Headwaters Big Cottonwood Canyon,-8,10/1/1988 0:00:00,1/1/2100 0:00:00,44700000000.000000000000000,2717030.200000000186265,501,6.200000000000000,6,6.2.13,2717030.170359999872744,70,Wasatch and Uinta Mountains,44678389660.400001525878906,4467839,3964,30088257535.200000762939453,67,Northwestern Forested Mountains,Western Cordillera,6.2.13: Wasatch and Uinta Mountains
502,0,502,-1,1084,OR,SNOTEL,Miller Woods,45.247549999999997,-123.275630000000007,420,17,Pacific Northwest Region,1709,Willamette,170900,Willamette,17090008,Yamhill,1709000806,North Yamhill River,170900000000.000000000000000,Baker Creek,-8,9/22/2006 0:00:00,1/1/2100 0:00:00,,,502,,,,,,,,,,,,,,
503,1,503,22,629,CO,SNOTEL,Mineral Creek,37.847470000000001,-107.726569999999995,10040,14,Upper Colorado Region,1408,San Juan,140801,Upper San Juan,14080104,Animas,1408010401,Headwaters Animas River,140801000000.000000000000000,Mineral Creek,-8,10/1/1978 0:00:00,1/1/2100 0:00:00,144000000000.000000000000000,5410028.000000000000000,503,6.200000000000000,6,6.2.14,5410027.891010000370443,71,Southern Rockies,144347694381.000000000000000,14434769,11884,88090710613.100006103515625,61,Northwestern Forested Mountains,Western Cordillera,6.2.14: Southern Rockies
504,1,504,4,631,UT,SNOTEL,Mining Fork,40.493839999999999,-112.611410000000006,8295,16,Great Basin Region,1602,Great Salt Lake,160203,Great Salt Lake,16020304,Rush-Tooele Valleys,1602030405,North Willow Creek-Frontal Great Salt Lake,160203000000.000000000000000,South Willow Creek-Frontal Great Salt Lake,-8,9/22/1988 0:00:00,1/1/2100 0:00:00,310000000000.000000000000000,4407855.500000000000000,504,10.100000000000000,10,10.1.5,4407855.411620000377297,137,Central Basin and Range,309655490132.000000000000000,30965549,8198,223760372558.000000000000000,72,North American Deserts,Cold Deserts,10.1.5: Central Basin and Range
505,1,505,22,632,CO,SNOTEL,Molas Lake,37.749319999999997,-107.688659999999999,10500,14,Upper Colorado Region,1408,San Juan,140801,Upper San Juan,14080104,Animas,1408010403,Animas River Canyon,140801000000.000000000000000,Tenmile Creek-Animas River,-8,10/1/1985 0:00:00,1/1/2100 0:00:00,144000000000.000000000000000,5410028.000000000000000,505,6.200000000000000,6,6.2.14,5410027.891010000370443,71,Southern Rockies,144347694381.000000000000000,14434769,11884,88090710613.100006103515625,61,Northwestern Forested Mountains,Western Cordillera,6.2.14: Southern Rockies
506,0,506,-1,1094,AK,SNOTEL,Monahan Flat,63.305329999999998,-147.646330000000006,2710,19,Alaska Region,1902,South Central Alaska,190205,Susitna River,19020501,Upper Susitna River,1902050103,West Fork Susitna River,190205000000.000000000000000,West Fork Susitna River,-9,10/1/1983 0:00:00,1/1/2100 0:00:00,,,506,,,,,,,,,,,,,,
507,1,507,4,633,CA,SNOTEL,Monitor Pass,38.668300000000002,-119.608699999999999,8306,16,Great Basin Region,1605,Central Lahontan,160502,Carson,16050201,Upper Carson,1605020102,Middle East Fork Carson River,160502000000.000000000000000,Leviathan Canyon,-8,10/1/1990 0:00:00,1/1/2100 0:00:00,310000000000.000000000000000,4407855.500000000000000,507,10.100000000000000,10,10.1.5,4407855.411620000377297,137,Central Basin and Range,309655490132.000000000000000,30965549,8198,223760372558.000000000000000,72,North American Deserts,Cold Deserts,10.1.5: Central Basin and Range
508,1,508,9,634,UT,SNOTEL,Monte Cristo,41.465470000000003,-111.496880000000004,8932,16,Great Basin Region,1601,Bear,160102,Lower Bear,16010203,Little Bear-Logan,1601020302,Blacksmith Fork,160102000000.000000000000000,Sheep Creek,-8,10/1/1978 0:00:00,1/1/2100 0:00:00,44700000000.000000000000000,2717030.200000000186265,508,6.200000000000000,6,6.2.13,2717030.170359999872744,70,Wasatch and Uinta Mountains,44678389660.400001525878906,4467839,3964,30088257535.200000762939453,67,Northwestern Forested Mountains,Western Cordillera,6.2.13: Wasatch and Uinta Mountains
509,0,509,-1,949,AK,SNOTEL,Monument Creek,65.078329999999994,-145.870669999999990,1850,19,Alaska Region,1908,Middle Yukon River,190803,Tanana River,19080306,Chena River,1908030604,Upper Chena River,190803000000.000000000000000,Monument Creek,-9,10/1/1979 0:00:00,1/1/2100 0:00:00,,,509,,,,,,,,,,,,,,
510,1,510,34,635,MT,SNOTEL,Monument Peak,45.217590000000001,-110.236999999999995,8850,10,Missouri Region,1007,Upper Yellowstone,100700,Upper Yellowstone,10070002,Upper Yellowstone,1007000209,Boulder River,100700000000.000000000000000,Headwaters Boulder River,-8,10/1/1976 0:00:00,1/1/2100 0:00:00,134000000000.000000000000000,3913764.200000000186265,510,6.200000000000000,6,6.2.10,3913764.233450000174344,67,Middle Rockies,133880389297.000000000000000,13388039,4843,96748903179.399993896484375,72,Northwestern Forested Mountains,Western Cordillera,6.2.10: Middle Rockies
511,1,511,22,1124,CO,SNOTEL,Moon Pass,37.966610000000003,-106.558369999999996,11140,13,Rio Grande Region,1301,Rio Grande Headwaters,130100,Rio Grande Headwaters,13010004,Saguache,1301000402,Squaw Creek-Saguache Creek,130100000000.000000000000000,California Gulch,-8,10/1/2008 0:00:00,1/1/2100 0:00:00,144000000000.000000000000000,5410028.000000000000000,511,6.200000000000000,6,6.2.14,5410027.891010000370443,71,Southern Rockies,144347694381.000000000000000,14434769,11884,88090710613.100006103515625,61,Northwestern Forested Mountains,Western Cordillera,6.2.14: Southern Rockies
512,1,512,34,636,ID,SNOTEL,Moonshine,44.414700000000003,-113.398120000000006,7440,17,Pacific Northwest Region,1704,Upper Snake,170402,Upper Snake,17040217,Little Lost,1704021702,Sawmill Creek,170402000000.000000000000000,Upper Sawmill Creek,-8,10/1/1979 0:00:00,1/1/2100 0:00:00,134000000000.000000000000000,3913764.200000000186265,512,6.200000000000000,6,6.2.10,3913764.233450000174344,67,Middle Rockies,133880389297.000000000000000,13388039,4843,96748903179.399993896484375,72,Northwestern Forested Mountains,Western Cordillera,6.2.10: Middle Rockies
513,0,513,-1,1176,AK,SNOTEL,Moore Creek Bridge,59.587829999999997,-135.210499999999996,2250,19,Alaska Region,1901,Southeast Alaska,190103,Northern Southeast Alaska,19010303,Chilkat-Skagway Rivers,1901030302,Taiya River,190103000000.000000000000000,West Creek,-9,10/1/1989 0:00:00,1/1/2100 0:00:00,,,513,,,,,,,,,,,,,,
514,1,514,44,638,ID,SNOTEL,Moose Creek,45.670079999999999,-113.953149999999994,6200,17,Pacific Northwest Region,1706,Lower Snake,170602,Salmon,17060203,Middle Salmon-Panther,1706020306,North Fork Salmon River,170602000000.000000000000000,Upper North Fork Salmon River,-8,10/1/1979 0:00:00,1/1/2100 0:00:00,60100000000.000000000000000,1827047.699999999953434,514,6.200000000000000,6,6.2.15,1827047.652819999959320,72,Idaho Batholith,60148719955.800003051757813,6014872,1602,54884009030.000000000000000,91,Northwestern Forested Mountains,Western Cordillera,6.2.15: Idaho Batholith
515,0,515,-1,1035,AK,SNOTEL,Moraine,61.377270000000003,-148.999169999999992,2100,19,Alaska Region,1902,South Central Alaska,190204,Knik Arm,19020401,Anchorage,1902040101,Eklutna River,190204000000.000000000000000,Eklutna Lake,-9,10/1/2001 0:00:00,1/1/2100 0:00:00,,,515,,,,,,,,,,,,,,
516,1,516,44,637,ID,SNOTEL,Mores Creek Summit,43.932000000000002,-115.665880000000001,6100,17,Pacific Northwest Region,1705,Middle Snake,170501,Middle Snake-Boise,17050111,North and Middle Forks Boise,1705011105,Crooked River,170501000000.000000000000000,Middle Crooked River,-8,9/30/1978 0:00:00,1/1/2100 0:00:00,60100000000.000000000000000,1827047.699999999953434,516,6.200000000000000,6,6.2.15,1827047.652819999959320,72,Idaho Batholith,60148719955.800003051757813,6014872,1602,54884009030.000000000000000,91,Northwestern Forested Mountains,Western Cordillera,6.2.15: Idaho Batholith
517,1,517,44,639,ID,SNOTEL,Morgan Creek,44.842370000000003,-114.268709999999999,7600,17,Pacific Northwest Region,1706,Lower Snake,170602,Salmon,17060203,Middle Salmon-Panther,1706020309,Upper Panther Creek,170602000000.000000000000000,Headwaters Panther Creek,-8,10/1/1979 0:00:00,1/1/2100 0:00:00,60100000000.000000000000000,1827047.699999999953434,517,6.200000000000000,6,6.2.15,1827047.652819999959320,72,Idaho Batholith,60148719955.800003051757813,6014872,1602,54884009030.000000000000000,91,Northwestern Forested Mountains,Western Cordillera,6.2.15: Idaho Batholith
518,1,518,14,640,AZ,SNOTEL,Mormon Mountain,34.941090000000003,-111.518490000000000,7500,15,Lower Colorado Region,1502,Little Colorado,150200,Little Colorado,15020015,Canyon Diablo,1502001502,Walnut Creek,150200000000.000000000000000,Mormon Lake,-8,1/1/1963 0:00:00,1/1/2100 0:00:00,83000000000.000000000000000,2498455.200000000186265,518,13.100000000000000,13,13.1.1,2498455.297230000142008,151,Arizona/New Mexico Mountains,83016512601.300003051757813,8301651,2562,52850099511.500000000000000,63,Temperate Sierras,Upper Gila Mountains,13.1.1: Arizona/New Mexico Mountains
519,1,519,14,1125,AZ,SNOTEL,Mormon Mtn Summit,34.969639999999998,-111.509219999999999,8500,15,Lower Colorado Region,1502,Little Colorado,150200,Little Colorado,15020015,Canyon Diablo,1502001502,Walnut Creek,150200000000.000000000000000,Walnut Creek-Upper Lake Mary,-8,6/2/2008 0:00:00,1/1/2100 0:00:00,83000000000.000000000000000,2498455.200000000186265,519,13.100000000000000,13,13.1.1,2498455.297230000142008,151,Arizona/New Mexico Mountains,83016512601.300003051757813,8301651,2562,52850099511.500000000000000,63,Temperate Sierras,Upper Gila Mountains,13.1.1: Arizona/New Mexico Mountains
520,1,520,1,642,WA,SNOTEL,Morse Lake,46.905850000000001,-121.482699999999994,5410,17,Pacific Northwest Region,1703,Yakima,170300,Yakima,17030002,Naches,1703000201,Little Naches River,170300000000.000000000000000,Upper American River,-8,10/1/1978 0:00:00,1/1/2100 0:00:00,44700000000.000000000000000,2397485.500000000000000,520,6.200000000000000,6,6.2.7,2397485.614360000006855,64,Cascades,44747440340.500000000000000,4474744,3329,30607392777.799999237060547,68,Northwestern Forested Mountains,Western Cordillera,6.2.7: Cascades
